0.33678756476683935,2.415256783020859,1920,1080,2
0.40860927152317883,2.7216799544552583,1920,1080,2
0.4512022630834512,3.3568032374043533,1920,1080,2
0.5299600532623169,5.5919949322198805,1920,1080,2
0.4586255259467041,3.1924106735909685,1920,1080,2
0.4758800521512386,3.267576836827175,1920,1080,2
0.5289757412398922,3.5375587813472427,1920,1080,2
0.4823848238482385,2.9473176916457176,1920,1080,2
0.5013368983957219,3.5529792167006775,1920,1080,2
0.40897269180754225,2.898842441597137,1920,1080,2
0.4519104084321476,3.258715834981492,1920,1080,2
0.505524861878453,3.161180696915815,1920,1080,2
0.5032383419689119,3.760260902118548,1920,1080,2
0.4734455958549223,3.044511249713304,1920,1080,2
0.4242627345844504,2.737381687798959,1920,1080,2
0.43356164383561646,2.840033701258179,1920,1080,2
0.4524793388429752,2.866187064401172,1920,1080,2
0.405570652173913,2.5285562452169543,1920,1080,2
0.44621513944223107,3.101015494287846,1920,1080,2
0.4428191489361702,3.2448898498262864,1920,1080,2
0.39014647137150466,2.6982479603951335,1920,1080,2
0.47372060857538034,3.168395253235189,1920,1080,2
0.4879432624113475,4.378647013694952,1920,1080,2
0.343312101910828,2.5923030088810113,1920,1080,2
0.31532663316582915,2.065465323810482,1920,1080,2
0.3106151990349819,1.892071766200783,1920,1080,2
0.4292091836734694,2.4545150789043286,1920,1080,2
0.40930232558139534,2.447097374393188,1920,1080,2
0.48985680190930786,2.782309394050174,1920,1080,2
0.6787807737397421,4.626176341261862,1920,1080,2
0.7590799031476998,5.1633201704404765,1920,1080,2
0.6631046119235096,4.86717267917873,1920,1080,2
0.648972602739726,4.1476473327067795,1920,1080,2
0.601589103291714,3.508083380864875,1920,1080,2
0.5459837019790454,4.47999480861112,1920,1080,2
0.49295774647887325,5.129366083255807,1920,1080,2
0.452,4.05927284128574,1920,1080,2
0.3799303944315545,4.426418631095264,1920,1080,2
0.44423320659062104,5.69593347271449,1920,1080,2
0.42865853658536585,3.189077495710419,1920,1080,2
0.4236874236874237,3.617381128933801,1920,1080,2
0.38017031630170317,3.5171541346665616,1920,1080,2
0.3459158415841584,3.4292832078511735,1920,1080,2
0.44005102040816324,4.657625193848955,1920,1080,2
0.4290407358738502,4.61460405286311,1920,1080,2
0.36589805825242716,3.294768531919696,1920,1080,2
0.36928934010152287,3.2224105808874355,1920,1080,2
0.36600496277915634,3.738344755190488,1920,1080,2
0.3544226044226044,4.11706747191909,1920,1080,2
0.360377358490566,3.7370324026365207,1920,1080,2
0.37170263788968827,4.079731761979612,1920,1080,2
0.3353960396039604,4.0127593024489085,1920,1080,2
0.3498122653316646,4.274744277509166,1920,1080,2
0.3039457459926017,4.07502503886051,1920,1080,2
0.2922979797979798,3.801013789819758,1920,1080,2
0.36727989487516427,4.00781025760318,1920,1080,2
0.3897058823529412,3.8358097987114177,1920,1080,2
0.34478371501272265,3.5940762000612563,1920,1080,2
0.3498074454428755,3.933893319725938,1920,1080,2
0.3531799729364005,3.5969691096057783,1920,1080,2
0.38873994638069703,3.7433167282615254,1920,1080,2
0.4031413612565445,4.762944948465313,1920,1080,2
0.43203230148048455,4.867534333332494,1920,1080,2
0.3847184986595174,3.8378819055949585,1920,1080,2
0.4070385126162019,4.019787163414779,1920,1080,2
0.4266943291839557,3.855106508987612,1920,1080,2
0.3627586206896552,3.5488889922998523,1920,1080,2
0.3219749652294854,3.6983274036932876,1920,1080,2
0.3191800878477306,4.08384288147807,1920,1080,2
0.30364963503649633,3.8369773832130143,1920,1080,2
0.3046767537826685,3.77865286414702,1920,1080,2
0.2824585635359116,3.776286730278503,1920,1080,2
0.3037249283667622,4.1793787523124974,1920,1080,2
0.3467153284671533,4.6825355146511605,1920,1080,2
